NAME,Description,Location
Trinity,De novo transcriptome assembly for RNA-Seq data,https://github.com/trinityrnaseq/trinityrnaseq/wiki
TrinityLink,De novo transcriptome assembly tool for RNA-Seq data.,https://github.com/trinityrnaseq/trinityrnaseq/wiki/
TriTrypDB,Genomic database for trypanosomatid parasites,https://tritrypdb.org/tritrypdb/
VarScan,Variant calling and analysis of SNPs and indels in NGS data,http://varscan.sourceforge.net/
VCFtools,Tools for manipulating and analyzing VCF (Variant Call Format) files.,https://vcftools.github.io/
VEP (Variant Effect Predictor),Tool for predicting the functional effects of genetic variants.,https://www.ensembl.org/info/docs/tools/vep/index.html
AMBER,"A suite of molecular simulation programs used for simulating biomolecules, including proteins, nucleic acids, and carbohydrates.",https://ambermd.org/
BiNGO,"A tool for functional enrichment analysis, identifying overrepresented gene ontology terms in a set of genes of interest.",https://bioconductor.org/packages/release/bioc/html/BiNGO.html
Bioconductor,An open-source software project offering tools and packages for the analysis and comprehension of high-throughput genomic data.,https://www.bioconductor.org/
Biocyc,"A collection of organism-specific pathway/genome databases, offering curated and computationally predicted information on metabolic pathways.",https://biocyc.org/
BioEdit,"A popular software tool for DNA and protein sequence alignment, editing, and analysis.",http://www.mbio.ncsu.edu/BioEdit/bioedit.html
BioGRID,"A database of protein and genetic interactions, providing comprehensive information on molecular interactions in various organisms.",https://thebiogrid.org/
Biomart,A data management system that allows researchers to retrieve and analyze biological data from multiple databases through a unified interface.,https://www.ensembl.org/biomart/
BioPerl,"A collection of Perl modules for bioinformatics programming, providing a range of tools and utilities for sequence analysis, annotation, and manipulation.",http://bioperl.org/
Biopython,A library of tools and modules for bioinformatics programming in the Python programming language.,https://biopython.org/
CATH,"A database that classifies protein domains based on their structures, providing a hierarchical classification and functional annotation.",https://www.cathdb.info/
CLC Workbench,"A suite of software tools and databases for the analysis of genomic data, including gene expression, regulatory regions, and pathways.",https://digitalinsights.qiagen.com/products-overview/discovery-insights-portfolio/qiagen-clc-genomics-workbench/
Clustal Omega,"A tool for multiple sequence alignment, enabling the comparison of DNA or protein sequences to identify conserved regions.",https://www.ebi.ac.uk/Tools/msa/clustalo/
COBRA (Constraint-Based Reconstruction and Analysis),"A computational framework for modeling and simulating metabolic networks, enabling the prediction of cellular phenotypes.",https://opencobra.github.io/cobratoolbox/stable/
COSMIC (Catalogue of Somatic Mutations in Cancer),A database that catalogs somatic mutations and their associated information in various cancer types.,https://cancer.sanger.ac.uk/cosmic
CPAN (Comprehensive Perl Archive Network),"A repository of software modules and libraries for the Perl programming language, including bioinformatics-related tools.",https://www.cpan.org/
Cufflinks,A software package for transcriptome assembly and differential expression analysis using RNA-seq data.,http://cole-trapnell-lab.github.io/cufflinks/
DAVID,"A comprehensive resource for functional annotation and enrichment analysis of gene lists, facilitating the interpretation of high-throughput biological data.",https://david.ncifcrf.gov/
"DAVID (Database for Annotation, Visualization, and Integrated Discovery)","A resource that offers functional annotation and enrichment analysis for gene lists, aiding biological interpretation.",https://david.ncifcrf.gov/
DEG (Database for Essential Genes,"A database that compiles experimentally verified essential genes in various organisms, providing valuable information for understanding gene function.",http://tubic.tju.edu.cn/deg/
DisGeNET,"A database that integrates information on gene-disease associations from various sources, providing a valuable resource for studying the genetic basis of diseases.",https://www.disgenet.org/
ELM (Eukaryotic Linear Motif),"A database that catalogs functional short linear motifs in eukaryotic proteins, aiding the understanding of protein interactions and post-translational modifications.",http://elm.eu.org/
EMAN2,"A software package for single-particle analysis and three-dimensional reconstruction of electron microscopy data, facilitating structural biology research.",https://blake.bcm.edu/emanwiki/EMAN2
EMBnet,"A collaborative network of bioinformatics research and services, aiming to promote bioinformatics expertise and infrastructure.",https://www.embnet.org/
EMBOSS,"A suite of bioinformatics tools for sequence analysis, including tasks such as sequence alignment, motif searching, and primer design.",http://www.bioinformatics.nl/emboss-explorer/
Ensembl,"A genome browser and database resource that offers comprehensive annotation of genomes, gene sequences, and variations across various species.",https://www.ensembl.org/
Ensembl Genomes,An extension of the Ensembl project that focuses on genome annotation and analysis of non-vertebrate species.,https://ensemblgenomes.org/
European Bioinformatics Institute (EMBL-EBI),"A hub for bioinformatics research, providing a wide range of databases, tools, and services to support biological data analysis and interpretation.",https://www.ebi.ac.uk/
EVEX (Extracellular Vesicle Expression Atlas),"A database that integrates and provides expression data for extracellular vesicles, aiding the study of intercellular communication.",http://evexdb.org/
ExAC (Exome Aggregation Consortium),A database that compiles and provides comprehensive exome sequencing data from large-scale population studies.,http://exac.broadinstitute.org/
ExPASy - Swiss Institute of Bioinformatics (SIB),"Swiss Institute of Bioinformatics (SIB): An online resource offering a range of bioinformatics tools and databases, focusing on protein-related information and analysis.",https://www.expasy.org/
FunRich,"A software tool for functional enrichment analysis, protein-protein interaction analysis, and visualization of omics data.",http://www.funrich.org/
Galaxy Project,"An open, web-based platform that enables researchers to perform data-intensive analysis, providing a user-friendly interface and a vast collection of analysis tools.",https://usegalaxy.org/
GenBank,"A genetic sequence database managed by the NCBI, containing annotated DNA and protein sequences from various organisms.",https://www.ncbi.nlm.nih.gov/genbank/
Gene Expression Atlas,"A resource that provides gene expression data across different biological conditions and tissues, aiding the understanding of gene function.",https://www.ebi.ac.uk/gxa/home
Gene Ontology (GO),"A structured and controlled vocabulary that describes gene and protein attributes, functions, and biological processes.",http://geneontology.org/
GeneCardS,"A database providing information on human genes, including their functions, diseases, expression patterns, and associated resources.",https://www.genecards.org/
GeneMANIA:,: A web-based tool that predicts gene function and interaction networks based on a combination of various data sources.,http://genemania.org/
GenePattern,A web-based platform that provides a wide range of bioinformatics analysis tools and workflows for gene expression and genomics research.,http://www.genepattern.org/
Genomatix,"A computational tool for protein structure prediction and modeling, combining threading, ab initio folding, and refinement methods.",https://www.genomatix.de/
Genomatix,"A suite of software tools and databases for the analysis of genomic data, including gene expression, regulatory regions, and pathways.",https://www.genomatix.de/
GEO (Gene Expression Omnibus),"A public repository for gene expression data, enabling researchers to access and analyze a wide range of gene expression experiments.",https://www.ncbi.nlm.nih.gov/geo/
GTEx Portal:,"A resource that offers a comprehensive collection of gene expression data across different tissues in humans, enabling the exploration of gene expression patterns.",https://gtexportal.org/home/
HMMER,"A suite of tools for profile hidden Markov model (HMM) analysis, used for sequence searching, alignment, and annotation.",http://hmmer.org/
HMMER:,"A software suite for protein sequence analysis, particularly for detecting homologous sequences and domains using hidden Markov models (HMMs).",http://hmmer.org/
I-TASSER,"I-TASSER is a computational tool for protein structure prediction. It utilizes threading, ab initio folding, and refinement methods to generate 3D models. It's widely used for predicting protein structures and aiding in protein function annotation.",https://zhanglab.ccmb.med.umich.edu/I-TASSER/
InterPro,"A database that integrates protein sequence information from different sources, predicting protein families, domains, and functional sites.",https://www.ebi.ac.uk/interpro/
iRefWeb,"A resource that integrates data from multiple interaction databases, providing a consolidated view of protein-protein interactions.",https://irefindex.org/
iReport,"A web-based tool for the analysis and visualization of gene expression data, offering various statistical and graphical features.",https://ireport.igib.res.in/
JASPAR,"A database of transcription factor binding profiles, allowing for the analysis of gene regulatory elements",http://jaspar.genereg.net/
KEGG,"A database and knowledge base of biological systems, including pathways, diseases, and drug targets, aiding the understanding of biological processes.",https://www.genome.jp/kegg/
MEGA (Molecular Evolutionary Genetics Analysis),"A software package for conducting evolutionary analysis, including phylogenetic tree construction and sequence alignment.",https://www.megasoftware.net/
MEME Suite,"A collection of tools for motif discovery and analysis in DNA, RNA, and protein sequences.",http://meme-suite.org/
MetaboAnalyst,"A web-based platform for metabolomics data analysis, offering a suite of statistical and visualization tools for metabolomics research.",https://www.metaboanalyst.ca/
MetaCyc,"A database of metabolic pathways and enzymes, providing curated information on biochemical reactions and pathways in various organisms.",https://metacyc.org/
MeV (MultiExperiment Viewer,A software tool for the analysis and visualization of microarray and other high-dimensional genomic data.,http://mev.tm4.org/
National Center for Biotechnology Information (NCBI),"A comprehensive resource providing access to biological databases, tools, and information for molecular biology research.",https://www.ncbi.nlm.nih.gov/
NCBI BLAST,"A widely used bioinformatics tool for comparing nucleotide or protein sequences against a database, allowing for sequence similarity searches.",https://blast.ncbi.nlm.nih.gov/Blast.cgi
NGS Data Analysis Server (NGS-DAS),A web-based platform that offers a range of tools and workflows for next-generation sequencing data analysis.,http://ngsdas.ibab.ac.in/
OMA (Orthologous MAtrix),"A database that provides orthologous relationships between proteins in various species, aiding the comparative analysis of protein evolution.",https://omabrowser.org/
OMIM (Online Mendelian Inheritance in Man),"A comprehensive database of human genes and genetic disorders, providing detailed information on gene-disease relationships.",https://omim.org/
OpenMS,"An open-source software framework for mass spectrometry data analysis, enabling the processing, quantification, and identification of proteomics data.",https://www.openms.de/
PANTHER,"A resource for the classification and functional annotation of protein sequences, providing comprehensive information on protein families and their functions.",http://www.pantherdb.org/
PANTHER,"PANTHER (Protein ANalysis THrough Evolutionary Relationships) is a comprehensive resource for protein classification and functional annotation. It offers protein family classifications, evolutionary relationships, and functional annotations based on phylogenetic analysis. PANTHER is widely used for studying gene functions, pathways, and evolutionary relationships across different organisms.",http://www.pantherdb.org/
PANTHER (Protein ANalysis THrough Evolutionary Relationships),A comprehensive resource for the classification and functional annotation of protein sequences.,http://www.pantherdb.org/
Pathway Commons,"A resource that integrates and provides access to various biological pathway databases, facilitating pathway analysis and visualization.",http://www.pathwaycommons.org/
PDBsum,A resource that provides a summary and analysis of protein structures available in the Protein Data Bank (PDB).,http://www.ebi.ac.uk/pdbsum/
Pfam,"A large collection of protein families and domains, providing annotations and hidden Markov models (HMMs) for protein sequence analysis",https://pfam.xfam.org/
Pfam,"Pfam is a comprehensive database of protein families and domains. It provides annotations, hidden Markov models (HMMs), and functional information for protein sequence analysis. Pfam is widely used for identifying conserved protein domains and understanding protein structure-function relationships.",https://pfam.xfam.org/
PharmGKB,"A pharmacogenomics knowledge base that integrates genetic, genomic, and drug information, facilitating personalized medicine research.",https://www.pharmgkb.org/
PhenoTips,"A software platform for the capture and analysis of phenotypic data, aiding the diagnosis and management of genetic disorders.",https://phenotips.org/
Phyre2,"A web-based tool for protein structure prediction and analysis, utilizing homology modeling and ab initio methods.",http://www.sbg.bio.ic.ac.uk/phyre2/
Phytozome,"A resource for plant genomics, providing access to genomic data, gene models, and functional annotations for a wide range of plant species.",https://phytozome-next.jgi.doe.gov/
PRIDE Proteomics Identifications Database,"A repository for mass spectrometry-based proteomics data, enabling researchers to share and analyze proteomic experiments.",https://www.ebi.ac.uk/pride/
PROSITE,"A database of protein families and domains, providing patterns, profiles, and functional information for protein sequence analysis",https://prosite.expasy.org/
Protein Data Bank (PDB),"A repository of three-dimensional structures of proteins and nucleic acids, enabling researchers to study their structures and functions.",https://www.rcsb.org/pdb/home/home.do
PSI (Proteomics Standards Initiative,An effort to define community standards for data representation and exchange in proteomics research.,http://www.psidev.info/
PSI-BLAST,A variant of the BLAST algorithm that uses position-specific scoring matrices (PSSMs) to improve the detection of distantly related protein sequences.,https://blast.ncbi.nlm.nih.gov/Blast.cgi?PROGRAM=blastp&PAGE_TYPE=BlastSearch&LINK_LOC=blasthome
R/Bioconductor,A collection of bioinformatics packages and tools for statistical analysis and visualization of high-throughput genomic data in the R programming language.,https://bioconductor.org/
RAST (Rapid Annotation using Subsystem Technology),"A fully automated annotation system for bacterial and archaeal genomes, facilitating genome analysis and comparative genomics.",https://rast.nmpdr.org/
RAST (Rapid Annotation using Subsystem Technology),"is an automated annotation system designed for the rapid and accurate analysis of bacterial and archaeal genomes. It utilizes a combination of comparative genomics, protein family and subsystem-based annotation, and metabolic pathway prediction to provide functional annotations for genomic sequences. RAST aids researchers in identifying genes, predicting metabolic pathways, and understanding the functional potential of microbial genomes.",https://rast.nmpdr.org/
Reactome,"A curated database of biological pathways, offering detailed information about molecular events and their relationships in various organisms.",https://reactome.org/
Rfam,"A database of RNA families, providing annotations, alignments, and secondary structure information for non-coding RNA sequences.",https://rfam.xfam.org/
SMART,A database and toolset for the identification and analysis of protein domains and the prediction of their functions.,http://smart.embl-heidelberg.de/
STRING,"A database that predicts protein-protein interactions and functional associations, providing a comprehensive network of protein interactions.",https://string-db.org/
STRING,"A database that predicts protein-protein interactions and functional associations, providing a comprehensive network of protein interactions.",https://string-db.org/
STRINGdb,"An integrated database that combines protein-protein interaction data from various sources, facilitating the analysis of protein networks.",https://string-db.org/
Swiss-Model,"A resource for protein structure homology modeling, enabling the prediction of protein structures based on known templates.",https://swissmodel.expasy.org/
T-Coffee,A multiple sequence alignment tool that incorporates various alignment methods to improve the accuracy of sequence alignments.,http://www.tcoffee.org/
TMHMM,"A bioinformatics tool for predicting transmembrane helices in proteins, aiding the identification of membrane-spanning regions.",http://www.cbs.dtu.dk/services/TMHMM/
UCSC Genome Browser,"A web-based tool for visualizing and analyzing genomic data, providing access to a vast collection of assembled genomes and associated annotations.",https://genome.ucsc.edu/
UCSC Table Browser,"A web-based tool that allows users to access and manipulate data tables from the UCSC Genome Browser, facilitating data exploration and retrieval.",https://genome.ucsc.edu/cgi-bin/hgTables
UGENE,"An integrated bioinformatics software platform that offers a wide range of tools and workflows for sequence analysis, molecular modeling, and genomics research.",https://ugene.net/
UniProt,"A comprehensive resource that provides access to protein sequences, functional information, and annotation data, curated from multiple sources.",https://www.uniprot.org/
UniProtKB,"The UniProt Knowledgebase, a comprehensive resource of protein sequence and functional information, providing access to curated and annotated protein data.",https://www.uniprot.org/
Allen Brain Atlas,A collection of comprehensive brain maps that provide information on gene expression patterns and neuronal connectivity in the human and mouse brains.,https://portal.brain-map.org/
ArrayExpress Archive,"A database that hosts functional genomics data, including microarray and high-throughput sequencing data, allowing researchers to access and analyze experimental results.",ArrayExpress < BioStudies < EMBL-EBI
BioGPS,"A gene annotation portal that allows researchers to explore gene expression data and functional annotations across various species, supporting gene-centric analysis and data visualization",http://biogps.org/
bioRxiv,"A preprint server for biology, where researchers can share their findings before formal peer review, facilitating the rapid dissemination of scientific knowledge.",https://www.biorxiv.org/
BrainSpan Atlas of the Developing Human Brain,"A comprehensive resource that provides insights into the molecular and cellular development of the human brain during different stages of development, aiding in the understanding of neurodevelopmental processes and disorders.",http://www.brainspan.org/
Broad Institute,"A research institute focused on genomic medicine and the understanding of human biology, leveraging genomics to advance the understanding and treatment of various diseases.",https://www.broadinstitute.org/
Cancer Genome Atlas (TCGA),"A project that aims to characterize genomic alterations in various cancer types, providing comprehensive data sets for cancer research and personalized medicine.",https://portal.gdc.cancer.gov/
Cell Atlas,"A project that aims to create a comprehensive map of all human cells, providing information on cell types, gene expression patterns, and cellular functions across different tissues and organs.",https://www.proteinatlas.org/humanproteome/cell
Cistrome Data Browser,"A resource that hosts and allows visualization and analysis of chromatin immunoprecipitation sequencing (ChIP-seq) data, aiding in the study of transcriptional regulation and epigenetics.",http://cistrome.org/db/#/
Cold Spring Harbor Laboratory (CSHL) Life Sciences Preprint Server,"A preprint server that hosts preprints in the field of life sciences, allowing researchers to share and receive feedback on their work before formal publication.",https://www.biorxiv.org/
ENCODE (Encyclopedia of DNA Elements),"A project that aims to identify functional elements in the human genome, providing a comprehensive resource for understanding gene regulation and genome function.",https://www.encodeproject.org/
European Molecular Biology Laboratory - European Bioinformatics Institute (EMBL-EBI),"A research institute that hosts and provides access to various bioinformatics resources, databases, and tools for molecular biology research.",https://www.ebi.ac.uk/
European Nucleotide Archive (ENA),"A database that archives and provides access to nucleotide sequence data, including DNA and RNA sequences, supporting a wide range of biological research and analysis.",https://www.ebi.ac.uk/ena
Expression Quantitative Trait Locus (eQTL) Browser,"A tool that enables the exploration and analysis of genetic variants that influence gene expression levels, helping to uncover regulatory mechanisms and their impact on phenotypes.",http://eqtlbrowser.com/
Functional Annotation of the Mammalian Genome (FANTOM),"A project that aims to annotate and understand the function of non-coding RNA and promoter regions in the mammalian genome, providing valuable insights into gene regulation.",http://fantom.gsc.riken.jp/
Galaxy Project,An open-source platform for data-intensive biomedical research that provides a web-based interface for bioinformatics analysis workflows.,https://usegalaxy.org/
Gene Expression Commons (GEXC),"A resource that integrates and analyzes gene expression data from various sources, enabling the exploration of gene expression patterns across different tissues and conditions.",http://gexc.riken.jp/
Gene Expression Database (GXD),"A resource that integrates gene expression data and annotations from various model organisms, supporting research in developmental biology and gene function.",http://www.informatics.jax.org/expression.shtml
Gene Expression Omnibus (GEO),"A public repository that stores and provides access to gene expression data sets, facilitating data sharing and analysis for a wide range of biological studies",https://www.ncbi.nlm.nih.gov/geo/
Gene Expression Profiling Interactive Analysis (GEPIA),"A web-based tool that enables the exploration and analysis of gene expression patterns across various cancer types and normal tissues, aiding in cancer research and biomarker discovery.",http://gepia.cancer-pku.cn/
GenePattern,"A computational platform that offers a wide range of bioinformatics analysis tools and workflows, enabling researchers to analyze genomic data and perform advanced data analysis tasks.",https://genepattern.broadinstitute.org/
Genevestigator,"A platform that enables researchers to explore and analyze gene expression data across different species, tissues, and experimental conditions, aiding in the interpretation of gene function and regulation",https://genevestigator.com/
Genotype-Tissue Expression (GTEx) Portal,"A resource that provides access to gene expression data from multiple human tissues, facilitating the exploration of gene expression patterns across different tissues and individuals.",https://gtexportal.org/home/
Human Cell Atlas,"An international collaborative effort that aims to create a reference map of all human cells, providing insights into cellular diversity, development, and disease.",https://www.humancellatlas.org/
Human Primary Cell Atlas,"A resource that provides gene expression profiles and functional annotations of primary human cells, facilitating the study of cell types and cellular heterogeneity in various tissues.",https://www.humancellatlas.org/hca-primary-cells/
Human Protein Atlas,"A resource that provides comprehensive information on protein expression profiles in human tissues and cells, aiding in the understanding of protein function and localization.",https://www.proteinatlas.org/
Human Transcriptome Map (HTMap),"A resource that integrates transcriptomic data from various sources, enabling the exploration of gene expression patterns across different human tissues and conditions.",http://htmap.org/
LungMAP,"A resource that focuses on the molecular and cellular development of the lung, providing data and tools for understanding lung development, function, and diseases.",https://lungmap.net/
National Center for Biotechnology Information (NCBI),"A research institute that hosts and provides access to various bioinformatics resources, databases, and tools for molecular biology research.",https://www.ncbi.nlm.nih.gov/
NCBI Sequence Read Archive (SRA),"A database that archives and provides access to high-throughput sequencing data, allowing researchers to retrieve and analyze raw sequencing data sets.",https://www.ncbi.nlm.nih.gov/sra
Plant Expression Database (PLEXdb),"A database that hosts and provides access to gene expression data in plants, supporting research in plant biology and crop improvement.",https://www.plexdb.org/
Plant Expression Database (PLEXdb),"A database that hosts and provides access to gene expression data in plants, supporting research in plant biology and crop improvement.",https://www.plexdb.org/
RIKEN Expression Database (RED),"A database that hosts and provides access to transcriptomic data from various tissues and cell types, supporting research in transcriptomics and gene expression analysis.",https://redb.jp/
RNA-seq Atlas,"A resource that hosts and provides access to transcriptomic data from a wide range of tissues and cell types, facilitating the exploration of gene expression profiles and functional analysis.",https://rnaseq-atlas.org/
Sequence Read Archive (SRA) at EMBL-EBI,"A database that archives and provides access to high-throughput sequencing data, similar to the NCBI SRA, hosted by the European Bioinformatics Institute (EMBL-EBI).",https://www.ebi.ac.uk/ena/browser/home
Single Cell Portal,"A resource that hosts single-cell transcriptomic data sets, enabling researchers to explore gene expression profiles at the single-cell level.",https://singlecell.broadinstitute.org/
T1DBase - Type 1 Diabetes Database,"A database that focuses on genetic and genomic information related to type 1 diabetes, providing valuable resources for understanding the genetics and biology of this disease.",http://www.t1dbase.org/
The Cancer Genome Anatomy Project (TCGAP),"A project that aims to characterize the genomic landscape of different cancer types, providing comprehensive data sets for cancer research and precision medicine.",https://cgap.nci.nih.gov/
The RNA Workbench,"A collection of tools and resources for analyzing RNA sequence and structure data, facilitating RNA research and analysis.",https://www.rna-workbench.de/
UCSC Xena,"A platform that integrates and visualizes diverse genomics and transcriptomics data sets, enabling researchers to explore and analyze multi-omics data.",https://xena.ucsc.edu/
"University of California, Berkeley (UC Berkeley) RNAcentral","A database that provides comprehensive and curated information on non-coding RNA sequences and their annotations, supporting research in RNA biology.",http://rnacentral.org/
"University of California, Santa Cruz (UCSC) Genome Browser","A web-based tool that allows researchers to explore and analyze genomic data, providing access to annotated genome assemblies and a variety of tracks and tools for data visualization.",https://genome.ucsc.edu/
AUGUSTUS," AUGUSTUS is an ab initio gene prediction tool that predicts genes in eukaryotic genomes. It uses a generalized hidden Markov model (GHMM) to identify coding regions, introns, exons, and other gene features. AUGUSTUS is widely used for annotating newly sequenced genomes and improving existing annotations.",https://bio.tools/AUGUSTUS
Canadian Open Genetics Repository (COGR),A database that collects and shares genomic data and associated clinical information for genetic research and diagnosis.,https://cogr.ca/
Canadian Open Genetics Repository (COGR),A database that collects and shares genomic data and associated clinical information for genetic research and diagnosis.,https://cogr.ca/
Canadian Rare Diseases Models and Mechanisms Network (RDMM),A research network that focuses on developing and sharing animal models for rare genetic diseases to enhance understanding and treatment development.,https://www.rdm-mn.ca/
ClinicalTrials.gov,"A registry and database of clinical trials, providing information on ongoing and completed trials for various diseases and conditions",https://www.clinicaltrials.gov/
ClinVar,"A public database of clinically relevant genetic variants, providing information on variant interpretations and their association with diseases.",https://www.ncbi.nlm.nih.gov/clinvar/
Contrafold,"Contrafold is a machine learning-based RNA secondary structure prediction tool. Unlike traditional thermodynamic models, Contrafold uses a probabilistic framework trained on known RNA structures to predict secondary structures with high accuracy.",https://bio.tools/contrafold
Database of Chromosomal Imbalance and Phenotype in Humans Using Ensembl Resources (DECIPHER),"is a database that collects and shares clinical and genomic data of individuals with chromosomal imbalances and associated phenotypes. It provides a platform for researchers and clinicians to analyze and interpret the clinical significance of genomic variations, aiding in the understanding of genotype-phenotype correlations and improving patient care.",https://decipher.sanger.ac.uk/
Database of Curated Mutations (DoCM),"A database that curates and provides information on clinically relevant mutations associated with cancer, aiding in precision medicine and targeted therapies.",http://docm.genome.wustl.edu/
Databases of Genomic Variants (DGV),"A collection of databases that provide information on genomic structural variants in the human genome, aiding in the study of genomic variations and their association with diseases.",http://dgv.tcag.ca/dgv/app/home
Databases of Genomic Variants (DGV),DGV (Databases of Genomic Variants) is a collection of databases that catalog and provide information on structural variants and copy number variations found in the human genome. It offers valuable resources for studying genomic variations and their potential association with diseases and phenotypic traits.,http://dgv.tcag.ca/dgv/app/home
DECIPHER,"A database that collects and shares genomic and phenotypic data from individuals with rare genetic disorders, aiding in the identification of disease-causing variants.",https://decipher.sanger.ac.uk/
DECIPHER,"DECIPHER is a database that collects and shares clinical and genomic data of individuals with chromosomal imbalances and associated phenotypes. It aids in the identification of disease-causing genetic variations, allowing researchers and clinicians to analyze and interpret genotype-phenotype correlations and improve the understanding and diagnosis of rare genetic disorders.",https://decipher.sanger.ac.uk/
EuroGentest,"A network of European laboratories that provides information, education, and quality assessment for genetic testing, promoting high standards in genetic diagnostics.",https://www.eurogentest.org/
EVM (EVidenceModeler),"EVidenceModeler (EVM) is a genome annotation tool that integrates various types of evidence, such as ab initio gene predictions, protein and transcript alignments, to produce comprehensive and accurate gene structure annotations. It combines the strengths of different prediction methods to improve the accuracy of gene models.
",https://help.rc.ufl.edu/doc/EVidenceModeler
FR3D,"FR3D is a software tool for searching and analyzing RNA 3D structures. It allows users to identify and compare structural motifs within RNA 3D structures, facilitating the study of RNA folding, interactions, and evolutionary conservation. FR3D is particularly useful for analyzing large RNA datasets and discovering novel structuralÂ motifs.",https://fred.stlouisfed.org/tags/series?t=tool
GATK (Genome Analysis Toolkit),"GATK is a comprehensive toolkit for variant discovery in high-throughput sequencing data. Developed by the Broad Institute, GATK includes tools for pre-processing raw sequence data, such as base quality score recalibration and indel realignment, as well as sophisticated algorithms for variant calling, joint genotyping, and variant filtering. GATK is widely used for genomic research and clinical applications due to its robustness and accuracy.",https://bio.tools/gatk
GeneCards,"A database that integrates information on human genes, including genomic location, protein function, expression, and disease associations, aiding in gene-centric research.",https://www.genecards.org/
GENEID,"GENEID is a software tool for gene prediction in DNA sequences. It uses a heuristic approach to predict the location of genes in genomic sequences by identifying coding regions, introns, and exons. GENEID is particularly useful for annotating new genomes and identifying potential protein-coding regions.",https://genome.crg.es/software/geneid/
GeneMark," GeneMark is a family of gene prediction programs that identify protein-coding genes in prokaryotic and eukaryotic genomes. It uses probabilistic models to predict gene structures and has been adapted for various organisms, including bacteria, archaea, and eukaryotes.",https://bio.tools/genemark
GeneMatcher,"GeneMatcher is an online platform that facilitates the matching of individuals with rare genetic conditions to researchers studying similar genes or variants. It promotes collaboration and data sharing among researchers and clinicians, helping to identify potential disease-causing genes and variants and advance genetic research and diagnosis.",https://genematcher.org/
GeneMatcher,"A platform that facilitates matching individuals with rare genetic conditions and researchers studying similar genes or variants, promoting collaboration and discovery.",https://genematcher.org/
GeneReviews,"A collection of expert-authored, peer-reviewed articles that provide comprehensive information on genetic conditions, including clinical characteristics, management, and genetic testing.",https://www.ncbi.nlm.nih.gov/books/NBK1116/
GeneReviews,"A collection of expert-authored, peer-reviewed articles that provide comprehensive information on genetic conditions, including clinical characteristics, management, and genetic testing.",https://www.ncbi.nlm.nih.gov/books/NBK1116/
GeneTests,"A resource that offers information on genetic tests, laboratories, and related resources for various genetic conditions, aiding in diagnosis and genetic counseling.",https://www.genetests.org/
GeneTests Laboratory Directory,"A directory that provides information on genetic testing laboratories worldwide, assisting healthcare providers in finding appropriate testing resources.",https://www.genetests.org/lab/
Genetic Alliance Registry and BioBank (GARB),"A registry and biobank for individuals and families affected by genetic conditions, supporting research and fostering patient-centered initiatives.",https://garb.medschl.cam.ac.uk/
Genetic and Rare Diseases Information Center (GARD),"is a resource that provides information and support for individuals, families, and healthcare professionals dealing with genetic and rare diseases. GARD offers access to reliable information on various rare diseases, genetic conditions, and related topics, as well as resources for finding healthcare providers, clinical trials, and support groups. It serves as a central point of access for comprehensive information and assistance related to genetic and rare diseases.",https://rarediseases.info.nih.gov/
Genetic and Rare Diseases Information Center (GARD),"A resource that offers information on genetic and rare diseases, providing a central point of access for patients, families, and healthcare professionals.",https://rarediseases.info.nih.gov/
Genetic Home Reference,"A consumer-friendly resource that provides information on genetic conditions and related genes, offering descriptions, symptoms, and inheritance patterns.",https://ghr.nlm.nih.gov/
Genetic Testing Registry (GTR),"A centralized repository of genetic tests and their associated information, helping healthcare providers and researchers access details about available tests and their clinical validity.",https://www.ncbi.nlm.nih.gov/gtr/
Genetic Testing Registry (GTR),"is a centralized database that provides information on genetic tests and their associated laboratory services. It offers details about the purpose, methodology, and clinical validity of genetic tests, aiding healthcare providers and researchers in accessing reliable and up-to-date information for genetic testing decision-making.",https://www.ncbi.nlm.nih.gov/gtr/
Genetic Testing Registry (GTR),"A centralized repository of genetic tests and their associated information, helping healthcare providers and researchers access details about available tests and their clinical validity.",https://www.ncbi.nlm.nih.gov/gtr/
Genetic Testing Registry (GTR),"The Genetic Testing Registry (GTR) is a centralized database that provides information on genetic tests and their associated laboratory services. It offers details about the purpose, methodology, and clinical validity of genetic tests, aiding healthcare providers and researchers in accessing reliable and up-to-date information for genetic testing decision-making.",https://www.ncbi.nlm.nih.gov/gtr/
Genomic Data Commons (GDC),"A data repository that houses and provides access to large-scale cancer genomic datasets, supporting cancer research and precision medicine.",https://portal.gdc.cancer.gov/
Genomic Medicine Alliance (GMA),"An international alliance that promotes and supports the implementation of genomic medicine in healthcare, fostering collaboration and knowledge exchange.",https://genomicmedicinealliance.org/
Genomics England PanelApp,"A platform that curates and shares gene panels for clinical genetic testing, providing guidance on gene selection and interpretation.",https://panelapp.genomicsengland.co.uk/
GENSCAN,"GENSCAN is a gene prediction program that identifies complete gene structures, including exons, introns, and promoter regions, in genomic DNA sequences. It uses probabilistic models to predict gene locations and structures in both single and multiple genes within a sequence.",https://bio.tools/mit_splice_predictor
Glimmer,"Glimmer (Gene Locator and Interpolated Markov ModelER) is a gene prediction tool for prokaryotic genomes. It uses interpolated Markov models (IMMs) to identify coding regions in bacterial, archaeal, and viral genomes, making it highly accurate for small genomes.",https://bio.tools/glimmer
Global Genes,"An advocacy organization that supports the rare disease community, providing resources, education, and awareness initiatives",https://globalgenes.org/
